Codigo_INEGI,Muncipio,ID_Grado_academico,Grado_Academico,Poblacion
5002,Acuña,5,Technical Baccalaureate or Normal Basic Education,1799
5002,Acuña,6,"Technical or Comercial Studies, and Finished Primary School",693
5002,Acuña,7,"Technical or Comercial Studies, and Finished Middle School",908
5002,Acuña,8,"Technical or Comercial Studies, and Finished High School",2551
5002,Acuña,9,"Normal Studies, and Finished Primary or Middle School",72
5002,Acuña,10,Normal Bachelor's Degree,2687
5002,Acuña,11,Bachelor's Degree,7136
5002,Acuña,12,Specialty,295
5002,Acuña,13,Master Degree,526
5002,Acuña,14,PhD,205
5002,Acuña,99,No Specified,96
5003,Allende,0,Undefined,1230
5003,Allende,1,Preschool or Kindergarden,1051
5003,Allende,2,Primary School,6083
5003,Allende,3,Middle School,6887
5003,Allende,4,High School or General Baccalaureate,3054
5003,Allende,5,Technical Baccalaureate or Normal Basic Education,574
5003,Allende,6,"Technical or Comercial Studies, and Finished Primary School",273
5003,Allende,7,"Technical or Comercial Studies, and Finished Middle School",600
5003,Allende,8,"Technical or Comercial Studies, and Finished High School",561
5003,Allende,9,"Normal Studies, and Finished Primary or Middle School",28
5003,Allende,10,Normal Bachelor's Degree,144
5003,Allende,11,Bachelor's Degree,1051
5003,Allende,12,Specialty,104
5003,Allende,13,Master Degree,107
5003,Allende,14,PhD,8
5003,Allende,99,No Specified,79
5004,Arteaga,0,Undefined,1771
5004,Arteaga,1,Preschool or Kindergarden,1572
5004,Arteaga,2,Primary School,8855
5004,Arteaga,3,Middle School,7710
5004,Arteaga,4,High School or General Baccalaureate,3401
5004,Arteaga,5,Technical Baccalaureate or Normal Basic Education,689
5004,Arteaga,6,"Technical or Comercial Studies, and Finished Primary School",150
5004,Arteaga,7,"Technical or Comercial Studies, and Finished Middle School",200
5004,Arteaga,8,"Technical or Comercial Studies, and Finished High School",356
5004,Arteaga,9,"Normal Studies, and Finished Primary or Middle School",34
5004,Arteaga,10,Normal Bachelor's Degree,203
5004,Arteaga,11,Bachelor's Degree,2444
5004,Arteaga,12,Specialty,168
5004,Arteaga,13,Master Degree,346
5004,Arteaga,14,PhD,41
5004,Arteaga,99,No Specified,164
5005,Candela,0,Undefined,163
5005,Candela,1,Preschool or Kindergarden,65
5005,Candela,2,Primary School,606
5005,Candela,3,Middle School,406
5005,Candela,4,High School or General Baccalaureate,222
5005,Candela,5,Technical Baccalaureate or Normal Basic Education,17
5005,Candela,6,"Technical or Comercial Studies, and Finished Primary School",4
5005,Candela,7,"Technical or Comercial Studies, and Finished Middle School",8
5005,Candela,8,"Technical or Comercial Studies, and Finished High School",9
5005,Candela,9,"Normal Studies, and Finished Primary or Middle School",4
5005,Candela,10,Normal Bachelor's Degree,4
5005,Candela,11,Bachelor's Degree,41
5005,Candela,12,Specialty,3
5005,Candela,13,Master Degree,3
5005,Candela,14,PhD,1
5005,Candela,99,No Specified,1
5006,Castaños,0,Undefined,1072
5006,Castaños,1,Preschool or Kindergarden,1812
5006,Castaños,2,Primary School,7884
5006,Castaños,3,Middle School,8752
5006,Castaños,4,High School or General Baccalaureate,4535
5006,Castaños,5,Technical Baccalaureate or Normal Basic Education,562
5006,Castaños,6,"Technical or Comercial Studies, and Finished Primary School",177
5006,Castaños,7,"Technical or Comercial Studies, and Finished Middle School",251
5006,Castaños,8,"Technical or Comercial Studies, and Finished High School",430
5006,Castaños,9,"Normal Studies, and Finished Primary or Middle School",20
5006,Castaños,10,Normal Bachelor's Degree,256
5006,Castaños,11,Bachelor's Degree,1537
5006,Castaños,12,Specialty,117
5006,Castaños,13,Master Degree,57
5006,Castaños,14,PhD,16
5006,Castaños,99,No Specified,98
5007,Cuatro Ciénegas,0,Undefined,684
5007,Cuatro Ciénegas,1,Preschool or Kindergarden,768
5007,Cuatro Ciénegas,2,Primary School,3774
5007,Cuatro Ciénegas,3,Middle School,3414
5007,Cuatro Ciénegas,4,High School or General Baccalaureate,1354
5007,Cuatro Ciénegas,5,Technical Baccalaureate or Normal Basic Education,338
5007,Cuatro Ciénegas,6,"Technical or Comercial Studies, and Finished Primary School",175
5007,Cuatro Ciénegas,7,"Technical or Comercial Studies, and Finished Middle School",271
5007,Cuatro Ciénegas,8,"Technical or Comercial Studies, and Finished High School",167
5007,Cuatro Ciénegas,9,"Normal Studies, and Finished Primary or Middle School",12
5007,Cuatro Ciénegas,10,Normal Bachelor's Degree,76
5007,Cuatro Ciénegas,11,Bachelor's Degree,743
5007,Cuatro Ciénegas,12,Specialty,67
5007,Cuatro Ciénegas,13,Master Degree,67
5007,Cuatro Ciénegas,14,PhD,15
5007,Cuatro Ciénegas,99,No Specified,46
5008,Escobedo,0,Undefined,146
5008,Escobedo,1,Preschool or Kindergarden,186
5008,Escobedo,2,Primary School,987
5008,Escobedo,3,Middle School,1035
5008,Escobedo,4,High School or General Baccalaureate,411
5008,Escobedo,5,Technical Baccalaureate or Normal Basic Education,4
5008,Escobedo,6,"Technical or Comercial Studies, and Finished Primary School",5
5008,Escobedo,7,"Technical or Comercial Studies, and Finished Middle School",12
5008,Escobedo,8,"Technical or Comercial Studies, and Finished High School",43
5008,Escobedo,9,"Normal Studies, and Finished Primary or Middle School",3
5008,Escobedo,10,Normal Bachelor's Degree,13
5008,Escobedo,11,Bachelor's Degree,43
5008,Escobedo,12,Specialty,2
5008,Escobedo,13,Master Degree,1
5008,Escobedo,99,No Specified,4
5009,Francisco I. Madero,0,Undefined,3341
5009,Francisco I. Madero,1,Preschool or Kindergarden,2821
5009,Francisco I. Madero,2,Primary School,16412
5009,Francisco I. Madero,3,Middle School,15157
5009,Francisco I. Madero,4,High School or General Baccalaureate,8291
5009,Francisco I. Madero,5,Technical Baccalaureate or Normal Basic Education,1172
5009,Francisco I. Madero,6,"Technical or Comercial Studies, and Finished Primary School",106
5009,Francisco I. Madero,7,"Technical or Comercial Studies, and Finished Middle School",970
5009,Francisco I. Madero,8,"Technical or Comercial Studies, and Finished High School",1068
5009,Francisco I. Madero,9,"Normal Studies, and Finished Primary or Middle School",86
5009,Francisco I. Madero,10,Normal Bachelor's Degree,565
5009,Francisco I. Madero,11,Bachelor's Degree,4505
5009,Francisco I. Madero,12,Specialty,175
5009,Francisco I. Madero,13,Master Degree,164
5009,Francisco I. Madero,14,PhD,53
5009,Francisco I. Madero,99,No Specified,192
5010,Frontera,0,Undefined,3796
5010,Frontera,1,Preschool or Kindergarden,3610
5010,Frontera,2,Primary School,19025
5010,Frontera,3,Middle School,23479
5010,Frontera,4,High School or General Baccalaureate,16781
5010,Frontera,5,Technical Baccalaureate or Normal Basic Education,531
5010,Frontera,6,"Technical or Comercial Studies, and Finished Primary School",749
5010,Frontera,7,"Technical or Comercial Studies, and Finished Middle School",963
5010,Frontera,8,"Technical or Comercial Studies, and Finished High School",965
5010,Frontera,9,"Normal Studies, and Finished Primary or Middle School",42
5010,Frontera,10,Normal Bachelor's Degree,385
5010,Frontera,11,Bachelor's Degree,6681
5010,Frontera,12,Specialty,54
5010,Frontera,13,Master Degree,269
5010,Frontera,14,PhD,26
5010,Frontera,99,No Specified,168
5011,General Cepeda,0,Undefined,851
5011,General Cepeda,1,Preschool or Kindergarden,713
5011,General Cepeda,2,Primary School,3679
5011,General Cepeda,3,Middle School,3787
5011,General Cepeda,4,High School or General Baccalaureate,1487
5011,General Cepeda,5,Technical Baccalaureate or Normal Basic Education,171
5011,General Cepeda,6,"Technical or Comercial Studies, and Finished Primary School",16
5011,General Cepeda,7,"Technical or Comercial Studies, and Finished Middle School",44
5011,General Cepeda,8,"Technical or Comercial Studies, and Finished High School",90
5011,General Cepeda,9,"Normal Studies, and Finished Primary or Middle School",14
5011,General Cepeda,10,Normal Bachelor's Degree,60
5011,General Cepeda,11,Bachelor's Degree,297
5011,General Cepeda,12,Specialty,20
5011,General Cepeda,13,Master Degree,36
5011,General Cepeda,14,PhD,6
5011,General Cepeda,99,No Specified,30
5012,Guerrero,0,Undefined,102
5012,Guerrero,1,Preschool or Kindergarden,75
5012,Guerrero,2,Primary School,565
5012,Guerrero,3,Middle School,529
5012,Guerrero,4,High School or General Baccalaureate,222
5012,Guerrero,5,Technical Baccalaureate or Normal Basic Education,19
5012,Guerrero,6,"Technical or Comercial Studies, and Finished Primary School",4
5012,Guerrero,7,"Technical or Comercial Studies, and Finished Middle School",4
5012,Guerrero,8,"Technical or Comercial Studies, and Finished High School",12
5012,Guerrero,10,Normal Bachelor's Degree,11
5012,Guerrero,11,Bachelor's Degree,15
5012,Guerrero,13,Master Degree,2
5012,Guerrero,99,No Specified,6
5013,Hidalgo,0,Undefined,151
5013,Hidalgo,1,Preschool or Kindergarden,102
5013,Hidalgo,2,Primary School,536
5013,Hidalgo,3,Middle School,507
5013,Hidalgo,4,High School or General Baccalaureate,243
5013,Hidalgo,5,Technical Baccalaureate or Normal Basic Education,3
5013,Hidalgo,6,"Technical or Comercial Studies, and Finished Primary School",4
5013,Hidalgo,7,"Technical or Comercial Studies, and Finished Middle School",4
5013,Hidalgo,8,"Technical or Comercial Studies, and Finished High School",7
5013,Hidalgo,9,"Normal Studies, and Finished Primary or Middle School",2
5013,Hidalgo,10,Normal Bachelor's Degree,5
5013,Hidalgo,11,Bachelor's Degree,45
5013,Hidalgo,12,Specialty,1
5013,Hidalgo,13,Master Degree,3
5013,Hidalgo,14,PhD,1
5013,Hidalgo,99,No Specified,3
5014,Jiménez,0,Undefined,538
5014,Jiménez,1,Preschool or Kindergarden,425
5014,Jiménez,2,Primary School,3933
5014,Jiménez,3,Middle School,2364
5014,Jiménez,4,High School or General Baccalaureate,1269
5014,Jiménez,5,Technical Baccalaureate or Normal Basic Education,79
5014,Jiménez,6,"Technical or Comercial Studies, and Finished Primary School",11
5014,Jiménez,7,"Technical or Comercial Studies, and Finished Middle School",24
5014,Jiménez,8,"Technical or Comercial Studies, and Finished High School",44
5014,Jiménez,10,Normal Bachelor's Degree,19
5014,Jiménez,11,Bachelor's Degree,124
5014,Jiménez,12,Specialty,3
5014,Jiménez,13,Master Degree,14
5014,Jiménez,14,PhD,10
5015,Juárez,0,Undefined,72
5015,Juárez,1,Preschool or Kindergarden,87
5015,Juárez,2,Primary School,570
5015,Juárez,3,Middle School,435
5015,Juárez,4,High School or General Baccalaureate,260
5015,Juárez,5,Technical Baccalaureate or Normal Basic Education,6
5015,Juárez,6,"Technical or Comercial Studies, and Finished Primary School",3
5015,Juárez,7,"Technical or Comercial Studies, and Finished Middle School",4
5015,Juárez,8,"Technical or Comercial Studies, and Finished High School",10
5015,Juárez,9,"Normal Studies, and Finished Primary or Middle School",2
5015,Juárez,10,Normal Bachelor's Degree,8
5015,Juárez,11,Bachelor's Degree,40
5015,Juárez,13,Master Degree,2
5016,Lamadrid,0,Undefined,81
5016,Lamadrid,1,Preschool or Kindergarden,66
5016,Lamadrid,2,Primary School,575
5016,Lamadrid,3,Middle School,499
5016,Lamadrid,4,High School or General Baccalaureate,259
5016,Lamadrid,5,Technical Baccalaureate or Normal Basic Education,10
5016,Lamadrid,6,"Technical or Comercial Studies, and Finished Primary School",12
5016,Lamadrid,7,"Technical or Comercial Studies, and Finished Middle School",36
5016,Lamadrid,8,"Technical or Comercial Studies, and Finished High School",40
5016,Lamadrid,9,"Normal Studies, and Finished Primary or Middle School",2
5016,Lamadrid,10,Normal Bachelor's Degree,6
5016,Lamadrid,11,Bachelor's Degree,91
5016,Lamadrid,12,Specialty,1
5016,Lamadrid,13,Master Degree,4
5016,Lamadrid,14,PhD,2
5016,Lamadrid,99,No Specified,9
5017,Matamoros,0,Undefined,5922
5017,Matamoros,1,Preschool or Kindergarden,5791
5017,Matamoros,2,Primary School,33419
5017,Matamoros,3,Middle School,34904
5017,Matamoros,4,High School or General Baccalaureate,14732
5017,Matamoros,5,Technical Baccalaureate or Normal Basic Education,3067
5017,Matamoros,6,"Technical or Comercial Studies, and Finished Primary School",329
5017,Matamoros,7,"Technical or Comercial Studies, and Finished Middle School",302
5017,Matamoros,8,"Technical or Comercial Studies, and Finished High School",2107
5017,Matamoros,9,"Normal Studies, and Finished Primary or Middle School",182
5017,Matamoros,10,Normal Bachelor's Degree,1059
5017,Matamoros,11,Bachelor's Degree,9645
5017,Matamoros,12,Specialty,84
5017,Matamoros,13,Master Degree,526
5017,Matamoros,14,PhD,73
5017,Matamoros,99,No Specified,292
5018,Monclova,0,Undefined,10477
5018,Monclova,1,Preschool or Kindergarden,12181
5018,Monclova,2,Primary School,48590
5018,Monclova,3,Middle School,59995
5018,Monclova,4,High School or General Baccalaureate,40513
5018,Monclova,5,Technical Baccalaureate or Normal Basic Education,2685
5018,Monclova,6,"Technical or Comercial Studies, and Finished Primary School",2834
5018,Monclova,7,"Technical or Comercial Studies, and Finished Middle School",4118
5018,Monclova,8,"Technical or Comercial Studies, and Finished High School",3667
5018,Monclova,9,"Normal Studies, and Finished Primary or Middle School",236
5018,Monclova,10,Normal Bachelor's Degree,2451
5018,Monclova,11,Bachelor's Degree,32879
5018,Monclova,12,Specialty,1658
5018,Monclova,13,Master Degree,2418
5018,Monclova,14,PhD,504
5018,Monclova,99,No Specified,528
5019,Morelos,0,Undefined,375
5019,Morelos,1,Preschool or Kindergarden,357
5019,Morelos,2,Primary School,2136
5019,Morelos,3,Middle School,2625
5019,Morelos,4,High School or General Baccalaureate,630
5019,Morelos,5,Technical Baccalaureate or Normal Basic Education,332
5019,Morelos,6,"Technical or Comercial Studies, and Finished Primary School",77
5019,Morelos,7,"Technical or Comercial Studies, and Finished Middle School",207
5019,Morelos,8,"Technical or Comercial Studies, and Finished High School",282
5019,Morelos,9,"Normal Studies, and Finished Primary or Middle School",5
5019,Morelos,10,Normal Bachelor's Degree,38
5019,Morelos,11,Bachelor's Degree,325
5019,Morelos,12,Specialty,41
5019,Morelos,13,Master Degree,38
5019,Morelos,14,PhD,9
5019,Morelos,99,No Specified,37
5020,Múzquiz,0,Undefined,3593
5020,Múzquiz,1,Preschool or Kindergarden,3668
5020,Múzquiz,2,Primary School,19187
5020,Múzquiz,3,Middle School,21655
5020,Múzquiz,4,High School or General Baccalaureate,9944
5020,Múzquiz,5,Technical Baccalaureate or Normal Basic Education,1147
5020,Múzquiz,6,"Technical or Comercial Studies, and Finished Primary School",935
5020,Múzquiz,7,"Technical or Comercial Studies, and Finished Middle School",654
5020,Múzquiz,8,"Technical or Comercial Studies, and Finished High School",1391
5020,Múzquiz,9,"Normal Studies, and Finished Primary or Middle School",130
5020,Múzquiz,10,Normal Bachelor's Degree,506
5020,Múzquiz,11,Bachelor's Degree,3815
5020,Múzquiz,12,Specialty,317
5020,Múzquiz,13,Master Degree,289
5020,Múzquiz,14,PhD,45
5020,Múzquiz,99,No Specified,275
5021,Nadadores,0,Undefined,290
5021,Nadadores,1,Preschool or Kindergarden,335
5021,Nadadores,2,Primary School,1659
5021,Nadadores,3,Middle School,2146
5021,Nadadores,4,High School or General Baccalaureate,979
5021,Nadadores,5,Technical Baccalaureate or Normal Basic Education,161
5021,Nadadores,6,"Technical or Comercial Studies, and Finished Primary School",65
5021,Nadadores,7,"Technical or Comercial Studies, and Finished Middle School",101
5021,Nadadores,8,"Technical or Comercial Studies, and Finished High School",77
5021,Nadadores,9,"Normal Studies, and Finished Primary or Middle School",21
5021,Nadadores,10,Normal Bachelor's Degree,36
5021,Nadadores,11,Bachelor's Degree,309
