Codigo_INEGI,Muncipio,ID_Grado_academico,Grado_Academico,Poblacion
7023,Chamula,8,"Technical or Comercial Studies, and Finished High School",9
7023,Chamula,10,Normal Bachelor's Degree,31
7023,Chamula,11,Bachelor's Degree,178
7023,Chamula,12,Specialty,1
7023,Chamula,13,Master Degree,8
7023,Chamula,14,PhD,2
7023,Chamula,99,No Specified,103
7024,Chanal,0,Undefined,2000
7024,Chanal,1,Preschool or Kindergarden,1258
7024,Chanal,2,Primary School,5113
7024,Chanal,3,Middle School,2442
7024,Chanal,4,High School or General Baccalaureate,1091
7024,Chanal,5,Technical Baccalaureate or Normal Basic Education,46
7024,Chanal,6,"Technical or Comercial Studies, and Finished Primary School",2
7024,Chanal,7,"Technical or Comercial Studies, and Finished Middle School",123
7024,Chanal,8,"Technical or Comercial Studies, and Finished High School",10
7024,Chanal,9,"Normal Studies, and Finished Primary or Middle School",2
7024,Chanal,10,Normal Bachelor's Degree,20
7024,Chanal,11,Bachelor's Degree,76
7024,Chanal,13,Master Degree,8
7024,Chanal,99,No Specified,28
7025,Chapultenango,0,Undefined,878
7025,Chapultenango,1,Preschool or Kindergarden,528
7025,Chapultenango,2,Primary School,2188
7025,Chapultenango,3,Middle School,1730
7025,Chapultenango,4,High School or General Baccalaureate,1118
7025,Chapultenango,5,Technical Baccalaureate or Normal Basic Education,8
7025,Chapultenango,7,"Technical or Comercial Studies, and Finished Middle School",4
7025,Chapultenango,8,"Technical or Comercial Studies, and Finished High School",3
7025,Chapultenango,9,"Normal Studies, and Finished Primary or Middle School",2
7025,Chapultenango,11,Bachelor's Degree,372
7025,Chapultenango,13,Master Degree,27
7025,Chapultenango,99,No Specified,3
7026,Chenalhó,0,Undefined,10851
7026,Chenalhó,1,Preschool or Kindergarden,3437
7026,Chenalhó,2,Primary School,22399
7026,Chenalhó,3,Middle School,5143
7026,Chenalhó,4,High School or General Baccalaureate,1069
7026,Chenalhó,5,Technical Baccalaureate or Normal Basic Education,292
7026,Chenalhó,6,"Technical or Comercial Studies, and Finished Primary School",5
7026,Chenalhó,7,"Technical or Comercial Studies, and Finished Middle School",2
7026,Chenalhó,8,"Technical or Comercial Studies, and Finished High School",19
7026,Chenalhó,9,"Normal Studies, and Finished Primary or Middle School",2
7026,Chenalhó,10,Normal Bachelor's Degree,24
7026,Chenalhó,11,Bachelor's Degree,265
7026,Chenalhó,12,Specialty,3
7026,Chenalhó,13,Master Degree,5
7026,Chenalhó,14,PhD,1
7026,Chenalhó,99,No Specified,50
7027,Chiapa de Corzo,0,Undefined,10137
7027,Chiapa de Corzo,1,Preschool or Kindergarden,6713
7027,Chiapa de Corzo,2,Primary School,31035
7027,Chiapa de Corzo,3,Middle School,23327
7027,Chiapa de Corzo,4,High School or General Baccalaureate,17326
7027,Chiapa de Corzo,5,Technical Baccalaureate or Normal Basic Education,1384
7027,Chiapa de Corzo,6,"Technical or Comercial Studies, and Finished Primary School",121
7027,Chiapa de Corzo,7,"Technical or Comercial Studies, and Finished Middle School",306
7027,Chiapa de Corzo,8,"Technical or Comercial Studies, and Finished High School",756
7027,Chiapa de Corzo,9,"Normal Studies, and Finished Primary or Middle School",114
7027,Chiapa de Corzo,10,Normal Bachelor's Degree,821
7027,Chiapa de Corzo,11,Bachelor's Degree,12335
7027,Chiapa de Corzo,12,Specialty,118
7027,Chiapa de Corzo,13,Master Degree,1321
7027,Chiapa de Corzo,14,PhD,118
7027,Chiapa de Corzo,99,No Specified,113
7028,Chiapilla,0,Undefined,1000
7028,Chiapilla,1,Preschool or Kindergarden,340
7028,Chiapilla,2,Primary School,2239
7028,Chiapilla,3,Middle School,1438
7028,Chiapilla,4,High School or General Baccalaureate,598
7028,Chiapilla,5,Technical Baccalaureate or Normal Basic Education,7
7028,Chiapilla,6,"Technical or Comercial Studies, and Finished Primary School",1
7028,Chiapilla,7,"Technical or Comercial Studies, and Finished Middle School",2
7028,Chiapilla,8,"Technical or Comercial Studies, and Finished High School",14
7028,Chiapilla,10,Normal Bachelor's Degree,9
7028,Chiapilla,11,Bachelor's Degree,187
7028,Chiapilla,12,Specialty,1
7028,Chiapilla,13,Master Degree,5
7029,Chicoasén,0,Undefined,540
7029,Chicoasén,1,Preschool or Kindergarden,365
7029,Chicoasén,2,Primary School,1859
7029,Chicoasén,3,Middle School,1443
7029,Chicoasén,4,High School or General Baccalaureate,652
7029,Chicoasén,5,Technical Baccalaureate or Normal Basic Education,16
7029,Chicoasén,7,"Technical or Comercial Studies, and Finished Middle School",3
7029,Chicoasén,8,"Technical or Comercial Studies, and Finished High School",8
7029,Chicoasén,10,Normal Bachelor's Degree,58
7029,Chicoasén,11,Bachelor's Degree,105
7029,Chicoasén,13,Master Degree,9
7029,Chicoasén,14,PhD,2
7029,Chicoasén,99,No Specified,8
7030,Chicomuselo,0,Undefined,4354
7030,Chicomuselo,1,Preschool or Kindergarden,2271
7030,Chicomuselo,2,Primary School,15468
7030,Chicomuselo,3,Middle School,7004
7030,Chicomuselo,4,High School or General Baccalaureate,3441
7030,Chicomuselo,5,Technical Baccalaureate or Normal Basic Education,381
7030,Chicomuselo,7,"Technical or Comercial Studies, and Finished Middle School",35
7030,Chicomuselo,8,"Technical or Comercial Studies, and Finished High School",34
7030,Chicomuselo,9,"Normal Studies, and Finished Primary or Middle School",17
7030,Chicomuselo,10,Normal Bachelor's Degree,128
7030,Chicomuselo,11,Bachelor's Degree,1254
7030,Chicomuselo,13,Master Degree,99
7030,Chicomuselo,14,PhD,17
7030,Chicomuselo,99,No Specified,25
7031,Chilón,0,Undefined,31719
7031,Chilón,1,Preschool or Kindergarden,9650
7031,Chilón,2,Primary School,49158
7031,Chilón,3,Middle School,19591
7031,Chilón,4,High School or General Baccalaureate,13559
7031,Chilón,5,Technical Baccalaureate or Normal Basic Education,117
7031,Chilón,8,"Technical or Comercial Studies, and Finished High School",54
7031,Chilón,10,Normal Bachelor's Degree,303
7031,Chilón,11,Bachelor's Degree,1553
7031,Chilón,13,Master Degree,37
7031,Chilón,99,No Specified,168
7032,Escuintla,0,Undefined,3130
7032,Escuintla,1,Preschool or Kindergarden,2144
7032,Escuintla,2,Primary School,11148
7032,Escuintla,3,Middle School,6239
7032,Escuintla,4,High School or General Baccalaureate,3920
7032,Escuintla,5,Technical Baccalaureate or Normal Basic Education,58
7032,Escuintla,6,"Technical or Comercial Studies, and Finished Primary School",3
7032,Escuintla,7,"Technical or Comercial Studies, and Finished Middle School",24
7032,Escuintla,8,"Technical or Comercial Studies, and Finished High School",53
7032,Escuintla,9,"Normal Studies, and Finished Primary or Middle School",16
7032,Escuintla,10,Normal Bachelor's Degree,154
7032,Escuintla,11,Bachelor's Degree,1880
7032,Escuintla,13,Master Degree,131
7032,Escuintla,14,PhD,29
7032,Escuintla,99,No Specified,22
7033,Francisco León,0,Undefined,915
7033,Francisco León,1,Preschool or Kindergarden,587
7033,Francisco León,2,Primary School,2565
7033,Francisco León,3,Middle School,1488
7033,Francisco León,4,High School or General Baccalaureate,1056
7033,Francisco León,5,Technical Baccalaureate or Normal Basic Education,2
7033,Francisco León,8,"Technical or Comercial Studies, and Finished High School",1
7033,Francisco León,10,Normal Bachelor's Degree,3
7033,Francisco León,11,Bachelor's Degree,92
7033,Francisco León,12,Specialty,7
7033,Francisco León,13,Master Degree,3
7033,Francisco León,14,PhD,4
7033,Francisco León,99,No Specified,4
7034,Frontera Comalapa,0,Undefined,13361
7034,Frontera Comalapa,1,Preschool or Kindergarden,5979
7034,Frontera Comalapa,2,Primary School,27811
7034,Frontera Comalapa,3,Middle School,14544
7034,Frontera Comalapa,4,High School or General Baccalaureate,7933
7034,Frontera Comalapa,5,Technical Baccalaureate or Normal Basic Education,114
7034,Frontera Comalapa,6,"Technical or Comercial Studies, and Finished Primary School",3
7034,Frontera Comalapa,7,"Technical or Comercial Studies, and Finished Middle School",160
7034,Frontera Comalapa,8,"Technical or Comercial Studies, and Finished High School",84
7034,Frontera Comalapa,9,"Normal Studies, and Finished Primary or Middle School",45
7034,Frontera Comalapa,10,Normal Bachelor's Degree,333
7034,Frontera Comalapa,11,Bachelor's Degree,4662
7034,Frontera Comalapa,12,Specialty,11
7034,Frontera Comalapa,13,Master Degree,451
7034,Frontera Comalapa,14,PhD,93
7034,Frontera Comalapa,99,No Specified,81
7035,Frontera Hidalgo,0,Undefined,1904
7035,Frontera Hidalgo,1,Preschool or Kindergarden,787
7035,Frontera Hidalgo,2,Primary School,4190
7035,Frontera Hidalgo,3,Middle School,3086
7035,Frontera Hidalgo,4,High School or General Baccalaureate,2181
7035,Frontera Hidalgo,5,Technical Baccalaureate or Normal Basic Education,154
7035,Frontera Hidalgo,6,"Technical or Comercial Studies, and Finished Primary School",8
7035,Frontera Hidalgo,7,"Technical or Comercial Studies, and Finished Middle School",23
7035,Frontera Hidalgo,8,"Technical or Comercial Studies, and Finished High School",39
7035,Frontera Hidalgo,9,"Normal Studies, and Finished Primary or Middle School",9
7035,Frontera Hidalgo,10,Normal Bachelor's Degree,124
7035,Frontera Hidalgo,11,Bachelor's Degree,948
7035,Frontera Hidalgo,13,Master Degree,25
7035,Frontera Hidalgo,99,No Specified,11
7036,La Grandeza,0,Undefined,583
7036,La Grandeza,1,Preschool or Kindergarden,514
7036,La Grandeza,2,Primary School,3121
7036,La Grandeza,3,Middle School,1605
7036,La Grandeza,4,High School or General Baccalaureate,974
7036,La Grandeza,5,Technical Baccalaureate or Normal Basic Education,8
7036,La Grandeza,7,"Technical or Comercial Studies, and Finished Middle School",2
7036,La Grandeza,8,"Technical or Comercial Studies, and Finished High School",8
7036,La Grandeza,9,"Normal Studies, and Finished Primary or Middle School",1
7036,La Grandeza,10,Normal Bachelor's Degree,16
7036,La Grandeza,11,Bachelor's Degree,304
7036,La Grandeza,13,Master Degree,11
7036,La Grandeza,99,No Specified,6
7037,Huehuetán,0,Undefined,4858
7037,Huehuetán,1,Preschool or Kindergarden,1810
7037,Huehuetán,2,Primary School,9850
7037,Huehuetán,3,Middle School,7093
7037,Huehuetán,4,High School or General Baccalaureate,5682
7037,Huehuetán,5,Technical Baccalaureate or Normal Basic Education,65
7037,Huehuetán,6,"Technical or Comercial Studies, and Finished Primary School",7
7037,Huehuetán,7,"Technical or Comercial Studies, and Finished Middle School",95
7037,Huehuetán,8,"Technical or Comercial Studies, and Finished High School",204
7037,Huehuetán,9,"Normal Studies, and Finished Primary or Middle School",112
7037,Huehuetán,10,Normal Bachelor's Degree,816
7037,Huehuetán,11,Bachelor's Degree,3594
7037,Huehuetán,13,Master Degree,89
7037,Huehuetán,14,PhD,11
7037,Huehuetán,99,No Specified,67
7038,Huixtán,0,Undefined,3083
7038,Huixtán,1,Preschool or Kindergarden,1603
7038,Huixtán,2,Primary School,10544
7038,Huixtán,3,Middle School,3913
7038,Huixtán,4,High School or General Baccalaureate,1469
7038,Huixtán,5,Technical Baccalaureate or Normal Basic Education,323
7038,Huixtán,7,"Technical or Comercial Studies, and Finished Middle School",63
7038,Huixtán,9,"Normal Studies, and Finished Primary or Middle School",13
7038,Huixtán,10,Normal Bachelor's Degree,26
7038,Huixtán,11,Bachelor's Degree,280
7038,Huixtán,12,Specialty,5
7038,Huixtán,13,Master Degree,9
7038,Huixtán,99,No Specified,33
7039,Huitiupán,0,Undefined,4053
7039,Huitiupán,1,Preschool or Kindergarden,2473
7039,Huitiupán,2,Primary School,11250
7039,Huitiupán,3,Middle School,5358
7039,Huitiupán,4,High School or General Baccalaureate,2257
7039,Huitiupán,5,Technical Baccalaureate or Normal Basic Education,28
7039,Huitiupán,7,"Technical or Comercial Studies, and Finished Middle School",10
7039,Huitiupán,8,"Technical or Comercial Studies, and Finished High School",9
7039,Huitiupán,9,"Normal Studies, and Finished Primary or Middle School",4
7039,Huitiupán,10,Normal Bachelor's Degree,12
7039,Huitiupán,11,Bachelor's Degree,259
7039,Huitiupán,13,Master Degree,3
7039,Huitiupán,99,No Specified,16
7040,Huixtla,0,Undefined,5096
7040,Huixtla,1,Preschool or Kindergarden,2259
7040,Huixtla,2,Primary School,16987
7040,Huixtla,3,Middle School,10874
7040,Huixtla,4,High School or General Baccalaureate,8670
7040,Huixtla,5,Technical Baccalaureate or Normal Basic Education,255
7040,Huixtla,6,"Technical or Comercial Studies, and Finished Primary School",38
7040,Huixtla,7,"Technical or Comercial Studies, and Finished Middle School",91
7040,Huixtla,8,"Technical or Comercial Studies, and Finished High School",202
7040,Huixtla,9,"Normal Studies, and Finished Primary or Middle School",72
7040,Huixtla,10,Normal Bachelor's Degree,249
7040,Huixtla,11,Bachelor's Degree,4862
7040,Huixtla,12,Specialty,43
7040,Huixtla,13,Master Degree,281
7040,Huixtla,14,PhD,22
7040,Huixtla,99,No Specified,92
7041,La Independencia,0,Undefined,5134
7041,La Independencia,1,Preschool or Kindergarden,2781
7041,La Independencia,2,Primary School,23053
7041,La Independencia,3,Middle School,8744
7041,La Independencia,4,High School or General Baccalaureate,2558
7041,La Independencia,5,Technical Baccalaureate or Normal Basic Education,62
7041,La Independencia,7,"Technical or Comercial Studies, and Finished Middle School",30
7041,La Independencia,8,"Technical or Comercial Studies, and Finished High School",48
7041,La Independencia,9,"Normal Studies, and Finished Primary or Middle School",12
7041,La Independencia,10,Normal Bachelor's Degree,41
7041,La Independencia,11,Bachelor's Degree,957
7041,La Independencia,12,Specialty,5
7041,La Independencia,13,Master Degree,34
7041,La Independencia,99,No Specified,24
7042,Ixhuatán,0,Undefined,1382
7042,Ixhuatán,1,Preschool or Kindergarden,794
7042,Ixhuatán,2,Primary School,4003
7042,Ixhuatán,3,Middle School,3020
7042,Ixhuatán,4,High School or General Baccalaureate,835
7042,Ixhuatán,5,Technical Baccalaureate or Normal Basic Education,32
7042,Ixhuatán,7,"Technical or Comercial Studies, and Finished Middle School",2
7042,Ixhuatán,8,"Technical or Comercial Studies, and Finished High School",5
7042,Ixhuatán,10,Normal Bachelor's Degree,7
7042,Ixhuatán,11,Bachelor's Degree,369
7042,Ixhuatán,13,Master Degree,14
7042,Ixhuatán,99,No Specified,8
7043,Ixtacomitán,0,Undefined,1083
7043,Ixtacomitán,1,Preschool or Kindergarden,701
7043,Ixtacomitán,2,Primary School,3254
7043,Ixtacomitán,3,Middle School,2431
7043,Ixtacomitán,4,High School or General Baccalaureate,1603
7043,Ixtacomitán,5,Technical Baccalaureate or Normal Basic Education,80
7043,Ixtacomitán,6,"Technical or Comercial Studies, and Finished Primary School",4
7043,Ixtacomitán,7,"Technical or Comercial Studies, and Finished Middle School",36
7043,Ixtacomitán,8,"Technical or Comercial Studies, and Finished High School",109
7043,Ixtacomitán,9,"Normal Studies, and Finished Primary or Middle School",4
7043,Ixtacomitán,10,Normal Bachelor's Degree,16
7043,Ixtacomitán,11,Bachelor's Degree,858
7043,Ixtacomitán,12,Specialty,6
7043,Ixtacomitán,13,Master Degree,92
7043,Ixtacomitán,14,PhD,5
7043,Ixtacomitán,99,No Specified,8
7044,Ixtapa,0,Undefined,3058
7044,Ixtapa,1,Preschool or Kindergarden,1781
7044,Ixtapa,2,Primary School,11927
7044,Ixtapa,3,Middle School,6717
7044,Ixtapa,4,High School or General Baccalaureate,2529
7044,Ixtapa,5,Technical Baccalaureate or Normal Basic Education,4
7044,Ixtapa,8,"Technical or Comercial Studies, and Finished High School",17
7044,Ixtapa,10,Normal Bachelor's Degree,84
7044,Ixtapa,11,Bachelor's Degree,979
7044,Ixtapa,12,Specialty,9
7044,Ixtapa,13,Master Degree,48
7044,Ixtapa,14,PhD,7
7044,Ixtapa,99,No Specified,33
7045,Ixtapangajoya,0,Undefined,689
7045,Ixtapangajoya,1,Preschool or Kindergarden,398
7045,Ixtapangajoya,2,Primary School,2374
7045,Ixtapangajoya,3,Middle School,1349
7045,Ixtapangajoya,4,High School or General Baccalaureate,733
7045,Ixtapangajoya,5,Technical Baccalaureate or Normal Basic Education,3
7045,Ixtapangajoya,8,"Technical or Comercial Studies, and Finished High School",5
7045,Ixtapangajoya,10,Normal Bachelor's Degree,6
7045,Ixtapangajoya,11,Bachelor's Degree,195
7045,Ixtapangajoya,13,Master Degree,9
7045,Ixtapangajoya,14,PhD,2
7045,Ixtapangajoya,99,No Specified,2
7046,Jiquipilas,0,Undefined,3860
7046,Jiquipilas,1,Preschool or Kindergarden,2265
7046,Jiquipilas,2,Primary School,14578
7046,Jiquipilas,3,Middle School,8615
7046,Jiquipilas,4,High School or General Baccalaureate,6406
7046,Jiquipilas,5,Technical Baccalaureate or Normal Basic Education,42
7046,Jiquipilas,6,"Technical or Comercial Studies, and Finished Primary School",6
7046,Jiquipilas,7,"Technical or Comercial Studies, and Finished Middle School",45
7046,Jiquipilas,8,"Technical or Comercial Studies, and Finished High School",74
7046,Jiquipilas,9,"Normal Studies, and Finished Primary or Middle School",21
7046,Jiquipilas,10,Normal Bachelor's Degree,169
7046,Jiquipilas,11,Bachelor's Degree,2435
7046,Jiquipilas,12,Specialty,20
7046,Jiquipilas,13,Master Degree,104
7046,Jiquipilas,14,PhD,26
7046,Jiquipilas,99,No Specified,23
7047,Jitotol,0,Undefined,3385
7047,Jitotol,1,Preschool or Kindergarden,1936
7047,Jitotol,2,Primary School,8824
7047,Jitotol,3,Middle School,5649
7047,Jitotol,4,High School or General Baccalaureate,832
7047,Jitotol,5,Technical Baccalaureate or Normal Basic Education,1491
7047,Jitotol,6,"Technical or Comercial Studies, and Finished Primary School",4
7047,Jitotol,8,"Technical or Comercial Studies, and Finished High School",26
7047,Jitotol,10,Normal Bachelor's Degree,67
7047,Jitotol,11,Bachelor's Degree,662
7047,Jitotol,12,Specialty,4
7047,Jitotol,13,Master Degree,46
7047,Jitotol,99,No Specified,3
7048,Juárez,0,Undefined,2363
7048,Juárez,1,Preschool or Kindergarden,1305
7048,Juárez,2,Primary School,7112
7048,Juárez,3,Middle School,4662
7048,Juárez,4,High School or General Baccalaureate,3372
7048,Juárez,5,Technical Baccalaureate or Normal Basic Education,53
7048,Juárez,6,"Technical or Comercial Studies, and Finished Primary School",12
7048,Juárez,7,"Technical or Comercial Studies, and Finished Middle School",24
7048,Juárez,8,"Technical or Comercial Studies, and Finished High School",73
7048,Juárez,10,Normal Bachelor's Degree,67
7048,Juárez,11,Bachelor's Degree,1436
7048,Juárez,12,Specialty,23
7048,Juárez,13,Master Degree,53
7048,Juárez,14,PhD,11
7048,Juárez,99,No Specified,17
7049,Larráinzar,0,Undefined,4020
7049,Larráinzar,1,Preschool or Kindergarden,2844
7049,Larráinzar,2,Primary School,13508
7049,Larráinzar,3,Middle School,5397
7049,Larráinzar,4,High School or General Baccalaureate,1833
7049,Larráinzar,5,Technical Baccalaureate or Normal Basic Education,140
7049,Larráinzar,6,"Technical or Comercial Studies, and Finished Primary School",1
7049,Larráinzar,7,"Technical or Comercial Studies, and Finished Middle School",5
7049,Larráinzar,8,"Technical or Comercial Studies, and Finished High School",16
7049,Larráinzar,9,"Normal Studies, and Finished Primary or Middle School",1
7049,Larráinzar,10,Normal Bachelor's Degree,25
7049,Larráinzar,11,Bachelor's Degree,287
7049,Larráinzar,12,Specialty,1
7049,Larráinzar,13,Master Degree,11
7049,Larráinzar,99,No Specified,22
7050,La Libertad,0,Undefined,592
7050,La Libertad,1,Preschool or Kindergarden,287
7050,La Libertad,2,Primary School,1594
7050,La Libertad,3,Middle School,1259
7050,La Libertad,4,High School or General Baccalaureate,447
7050,La Libertad,5,Technical Baccalaureate or Normal Basic Education,312
7050,La Libertad,6,"Technical or Comercial Studies, and Finished Primary School",1
7050,La Libertad,7,"Technical or Comercial Studies, and Finished Middle School",18
7050,La Libertad,8,"Technical or Comercial Studies, and Finished High School",33
7050,La Libertad,9,"Normal Studies, and Finished Primary or Middle School",7
7050,La Libertad,10,Normal Bachelor's Degree,34
7050,La Libertad,11,Bachelor's Degree,381
7050,La Libertad,12,Specialty,9
7050,La Libertad,13,Master Degree,5
7050,La Libertad,99,No Specified,6
7051,Mapastepec,0,Undefined,5374
7051,Mapastepec,1,Preschool or Kindergarden,2622
7051,Mapastepec,2,Primary School,17472
7051,Mapastepec,3,Middle School,9416
7051,Mapastepec,4,High School or General Baccalaureate,5347
7051,Mapastepec,5,Technical Baccalaureate or Normal Basic Education,504
7051,Mapastepec,7,"Technical or Comercial Studies, and Finished Middle School",44
7051,Mapastepec,8,"Technical or Comercial Studies, and Finished High School",73
7051,Mapastepec,9,"Normal Studies, and Finished Primary or Middle School",33
7051,Mapastepec,10,Normal Bachelor's Degree,117
7051,Mapastepec,11,Bachelor's Degree,2213
7051,Mapastepec,12,Specialty,22
7051,Mapastepec,13,Master Degree,128
7051,Mapastepec,14,PhD,8
7051,Mapastepec,99,No Specified,13
7052,Las Margaritas,0,Undefined,26672
7052,Las Margaritas,1,Preschool or Kindergarden,9494
7052,Las Margaritas,2,Primary School,55234
7052,Las Margaritas,3,Middle School,22776
7052,Las Margaritas,4,High School or General Baccalaureate,13340
7052,Las Margaritas,5,Technical Baccalaureate or Normal Basic Education,854
7052,Las Margaritas,6,"Technical or Comercial Studies, and Finished Primary School",9
7052,Las Margaritas,7,"Technical or Comercial Studies, and Finished Middle School",10
7052,Las Margaritas,8,"Technical or Comercial Studies, and Finished High School",21
7052,Las Margaritas,9,"Normal Studies, and Finished Primary or Middle School",49
7052,Las Margaritas,10,Normal Bachelor's Degree,131
7052,Las Margaritas,11,Bachelor's Degree,2755
7052,Las Margaritas,12,Specialty,20
7052,Las Margaritas,13,Master Degree,185
7052,Las Margaritas,14,PhD,3
7052,Las Margaritas,99,No Specified,161
7053,Mazapa de Madero,0,Undefined,578
7053,Mazapa de Madero,1,Preschool or Kindergarden,491
7053,Mazapa de Madero,2,Primary School,3691
7053,Mazapa de Madero,3,Middle School,1654
7053,Mazapa de Madero,4,High School or General Baccalaureate,626
7053,Mazapa de Madero,5,Technical Baccalaureate or Normal Basic Education,2
7053,Mazapa de Madero,7,"Technical or Comercial Studies, and Finished Middle School",4
7053,Mazapa de Madero,8,"Technical or Comercial Studies, and Finished High School",40
7053,Mazapa de Madero,10,Normal Bachelor's Degree,30
7053,Mazapa de Madero,11,Bachelor's Degree,336
7053,Mazapa de Madero,13,Master Degree,7
7053,Mazapa de Madero,99,No Specified,13
7054,Mazatán,0,Undefined,3151
7054,Mazatán,1,Preschool or Kindergarden,1501
7054,Mazatán,2,Primary School,9551
7054,Mazatán,3,Middle School,6650
7054,Mazatán,4,High School or General Baccalaureate,3717
7054,Mazatán,5,Technical Baccalaureate or Normal Basic Education,34
7054,Mazatán,6,"Technical or Comercial Studies, and Finished Primary School",10
7054,Mazatán,7,"Technical or Comercial Studies, and Finished Middle School",63
7054,Mazatán,8,"Technical or Comercial Studies, and Finished High School",57
7054,Mazatán,9,"Normal Studies, and Finished Primary or Middle School",12
7054,Mazatán,10,Normal Bachelor's Degree,172
7054,Mazatán,11,Bachelor's Degree,1374
7054,Mazatán,12,Specialty,4
7054,Mazatán,13,Master Degree,34
7054,Mazatán,14,PhD,8
7054,Mazatán,99,No Specified,25
7055,Metapa,0,Undefined,669
7055,Metapa,1,Preschool or Kindergarden,348
7055,Metapa,2,Primary School,1625
7055,Metapa,3,Middle School,1310
7055,Metapa,4,High School or General Baccalaureate,1100
7055,Metapa,5,Technical Baccalaureate or Normal Basic Education,10
7055,Metapa,6,"Technical or Comercial Studies, and Finished Primary School",4
7055,Metapa,7,"Technical or Comercial Studies, and Finished Middle School",16
7055,Metapa,8,"Technical or Comercial Studies, and Finished High School",31
7055,Metapa,9,"Normal Studies, and Finished Primary or Middle School",6
7055,Metapa,10,Normal Bachelor's Degree,17
7055,Metapa,11,Bachelor's Degree,390
7055,Metapa,12,Specialty,2
7055,Metapa,13,Master Degree,17
7055,Metapa,14,PhD,1
7055,Metapa,99,No Specified,4
7056,Mitontic,0,Undefined,3551
7056,Mitontic,1,Preschool or Kindergarden,955
7056,Mitontic,2,Primary School,5794
7056,Mitontic,3,Middle School,1437
7056,Mitontic,4,High School or General Baccalaureate,375
7056,Mitontic,5,Technical Baccalaureate or Normal Basic Education,13
7056,Mitontic,6,"Technical or Comercial Studies, and Finished Primary School",1
7056,Mitontic,8,"Technical or Comercial Studies, and Finished High School",1
7056,Mitontic,10,Normal Bachelor's Degree,15
7056,Mitontic,11,Bachelor's Degree,13
7056,Mitontic,12,Specialty,1
7056,Mitontic,13,Master Degree,1
7056,Mitontic,14,PhD,1
7056,Mitontic,99,No Specified,18
7057,Motozintla,0,Undefined,6523
7057,Motozintla,1,Preschool or Kindergarden,5048
7057,Motozintla,2,Primary School,30051
7057,Motozintla,3,Middle School,13986
7057,Motozintla,4,High School or General Baccalaureate,7982
7057,Motozintla,5,Technical Baccalaureate or Normal Basic Education,1124
7057,Motozintla,6,"Technical or Comercial Studies, and Finished Primary School",43
7057,Motozintla,7,"Technical or Comercial Studies, and Finished Middle School",424
7057,Motozintla,8,"Technical or Comercial Studies, and Finished High School",99
7057,Motozintla,9,"Normal Studies, and Finished Primary or Middle School",42
7057,Motozintla,10,Normal Bachelor's Degree,399
7057,Motozintla,11,Bachelor's Degree,4750
7057,Motozintla,12,Specialty,35
7057,Motozintla,13,Master Degree,376
7057,Motozintla,14,PhD,42
7057,Motozintla,99,No Specified,76
7058,Nicolás Ruíz,0,Undefined,484
7058,Nicolás Ruíz,1,Preschool or Kindergarden,285
7058,Nicolás Ruíz,2,Primary School,2144
7058,Nicolás Ruíz,3,Middle School,955
7058,Nicolás Ruíz,4,High School or General Baccalaureate,541
7058,Nicolás Ruíz,5,Technical Baccalaureate or Normal Basic Education,11
7058,Nicolás Ruíz,8,"Technical or Comercial Studies, and Finished High School",3
7058,Nicolás Ruíz,10,Normal Bachelor's Degree,2
7058,Nicolás Ruíz,11,Bachelor's Degree,24
7058,Nicolás Ruíz,13,Master Degree,2
7058,Nicolás Ruíz,14,PhD,1
7059,Ocosingo,0,Undefined,41072
7059,Ocosingo,1,Preschool or Kindergarden,16649
7059,Ocosingo,2,Primary School,82423
7059,Ocosingo,3,Middle School,43848
7059,Ocosingo,4,High School or General Baccalaureate,23800
7059,Ocosingo,5,Technical Baccalaureate or Normal Basic Education,1507
7059,Ocosingo,6,"Technical or Comercial Studies, and Finished Primary School",24
7059,Ocosingo,7,"Technical or Comercial Studies, and Finished Middle School",6
7059,Ocosingo,8,"Technical or Comercial Studies, and Finished High School",342
7059,Ocosingo,10,Normal Bachelor's Degree,645
7059,Ocosingo,11,Bachelor's Degree,5576
7059,Ocosingo,12,Specialty,23
7059,Ocosingo,13,Master Degree,343
7059,Ocosingo,14,PhD,23
7059,Ocosingo,99,No Specified,196
7060,Ocotepec,0,Undefined,2698
7060,Ocotepec,1,Preschool or Kindergarden,1180
7060,Ocotepec,2,Primary School,5091
7060,Ocotepec,3,Middle School,2206
7060,Ocotepec,4,High School or General Baccalaureate,1313
7060,Ocotepec,6,"Technical or Comercial Studies, and Finished Primary School",1
7060,Ocotepec,7,"Technical or Comercial Studies, and Finished Middle School",1
7060,Ocotepec,8,"Technical or Comercial Studies, and Finished High School",4
7060,Ocotepec,9,"Normal Studies, and Finished Primary or Middle School",1
7060,Ocotepec,10,Normal Bachelor's Degree,15
7060,Ocotepec,11,Bachelor's Degree,251
7060,Ocotepec,13,Master Degree,4
7060,Ocotepec,14,PhD,1
7060,Ocotepec,99,No Specified,10
7061,Ocozocoautla de Espinosa,0,Undefined,9810
7061,Ocozocoautla de Espinosa,1,Preschool or Kindergarden,5477
7061,Ocozocoautla de Espinosa,2,Primary School,38762
7061,Ocozocoautla de Espinosa,3,Middle School,18163
7061,Ocozocoautla de Espinosa,4,High School or General Baccalaureate,10199
7061,Ocozocoautla de Espinosa,5,Technical Baccalaureate or Normal Basic Education,248
